SSN,PID,CC,Site,ICRAFPID,Lon,Lat,Depth,pH,Hp,EC,C,N,P,K,S,Ca,Mg,Al,B,Cu,Fe,Mn,Zn,Na
icr074030,ZW-4IsI5a,ZW,Gambisa,Gambisa-4-1,29.4092,-18.066,10,6.36,0.097,0.049,8355,779,3.9,139,7.5,840,294,455,0.084,2.33,103,204,2.52,36.2
icr074031,ZW-4IsI5a,ZW,Gambisa,Gambisa-4-1,29.4092,-18.066,35,8.33,0.19,0.135,7083,704,10,97.7,12.8,3220,563,392,0.36,2.87,89.2,228,2.52,52.8
icr074045,ZW-M3F2gw,ZW,Gambisa,Gambisa-5-1,29.4347,-18.137,10,5.03,0.77,0.035,9472,885,5.8,106,10.5,192,112,712,0.079,2.33,104,108,2.43,50.8
icr074046,ZW-M3F2gw,ZW,Gambisa,Gambisa-5-1,29.4347,-18.137,35,4.95,1.45,0.02,8148,799,4.2,86,9.9,181,122,760,0.025,2.52,97.7,94.4,1.89,61
icr074062,ZW-k5fiWO,ZW,Gambisa,Gambisa-6-1,29.4375,-18.1169,10,5.63,0.29,0.023,8242,653,2.9,137,7.7,89,242,619,0.001,1.3,116,157,2.04,38.5
icr074063,ZW-k5fiWO,ZW,Gambisa,Gambisa-6-1,29.4375,-18.1169,35,5.3,0.38,0.019,5255,459,1.5,63.2,9.4,65.2,306,625,0.001,1.37,111,91.7,1.31,46.2
icr074082,ZW-G53zyi,ZW,Gambisa,Gambisa-7-1,29.4351,-18.0858,10,6.74,0.19,0.038,12684,797,2.3,146,7.1,3260,1330,833,0.28,2.18,97.5,37.5,1.26,70.7
icr074083,ZW-G53zyi,ZW,Gambisa,Gambisa-7-1,29.4351,-18.0858,35,7.03,0.097,0.025,9542,523,1.7,88.2,6.1,3660,1470,845,0.23,1.99,87.2,37,1.41,128
icr074102,ZW-3JPYvD,ZW,Gambisa,Gambisa-8-1,29.4295,-18.0663,10,6.67,0.097,0.045,14606,1073,10.5,205,15.8,2010,643,819,0.32,2.45,104,157,1.96,113
icr074103,ZW-3JPYvD,ZW,Gambisa,Gambisa-8-1,29.4295,-18.0663,35,6.12,0.19,0.04,13601,1021,6.3,135,11.4,1950,606,873,0.16,2.27,86.5,115,0.51,50.8
icr074122,ZW-o6JbMZ,ZW,Gambisa,Gambisa-9-1,29.4551,-18.1381,10,6.2,0.19,0.026,11133,977,2.8,119,8.9,1060,378,733,0.1,3.56,126,310,2.18,53.5
icr074123,ZW-o6JbMZ,ZW,Gambisa,Gambisa-9-1,29.4551,-18.1381,35,5.6,0.77,0.011,7558,826,3.3,84.2,10.8,487,410,959,0.03,3.14,116,182,1.8,65.9
icr074140,ZW-SPIUUp,ZW,Gambisa,Gambisa-10-1,29.4552,-18.1141,10,6.99,0.097,0.067,9744,823,5.8,138,9.2,1220,346,532,0.16,2.39,194,194,2.6,65.7
icr074141,ZW-SPIUUp,ZW,Gambisa,Gambisa-10-1,29.4552,-18.1141,35,5.92,0.19,0.012,5729,488,3.3,64,7.1,327,367,808,0.001,2.12,140,143,1.28,40.2
icr074159,ZW-mcP65X,ZW,Gambisa,Gambisa-11-1,29.4588,-18.0962,10,6.78,0.19,0.029,6763,582,1.6,208,7.3,874,521,547,0.1,2.16,146,222,1.57,49
icr074160,ZW-mcP65X,ZW,Gambisa,Gambisa-11-1,29.4588,-18.0962,35,7.9,0.19,0.193,5099,444,2.4,183,7.9,1300,584,461,0.16,2.71,131,241,1.14,133
icr074175,ZW-1wPL52,ZW,Gambisa,Gambisa-12-1,29.4566,-18.0749,10,6.75,0.19,0.023,9787,641,2.2,143,8,2030,873,891,0.22,2.6,132,182,1.26,80
icr074176,ZW-1wPL52,ZW,Gambisa,Gambisa-12-1,29.4566,-18.0749,35,6.84,0.097,0.038,4979,330,0.6,95.7,5.6,2750,1000,929,0.06,2.6,152,184,1.33,83.9
icr074193,ZW-2Vuooo,ZW,Gambisa,Gambisa-13-2,29.4801,-18.1315,10,5.24,1.16,0.024,8150,695,4.2,99.2,9.6,138,248,753,0.001,1.42,104,136,3.54,51.2
icr074194,ZW-2Vuooo,ZW,Gambisa,Gambisa-13-2,29.4801,-18.1315,35,5.25,1.45,0.016,6910,608,3.1,76.2,9,120,284,834,0.001,1.43,118,130,3.27,43.7
icr074211,ZW-Qr9vvH,ZW,Gambisa,Gambisa-14-1,29.485,-18.111,10,6.14,0.19,0.04,10871,700,4.8,121,7,809,295,573,0.081,1.46,122,110,2.43,42.5
icr074212,ZW-Qr9vvH,ZW,Gambisa,Gambisa-14-1,29.485,-18.111,35,5.72,0.38,0.014,7734,563,3.9,78.5,6.1,545,376,748,0.001,1.89,109,81,1.71,38.7
icr074231,ZW-Ctv1EE,ZW,Gambisa,Gambisa-15-1,29.4842,-18.0911,10,5.43,2.61,0.019,4035,333,1.9,78.5,9.2,486,1060,1220,0.001,2.47,92,47.3,2.99,90.7
icr074232,ZW-Ctv1EE,ZW,Gambisa,Gambisa-15-1,29.4842,-18.0911,35,5.29,0.87,0.06,7993,587,3.3,174,19.5,812,964,1010,0.13,2.47,94.9,141,1.95,146
icr074248,ZW-b37YJz,ZW,Gambisa,Gambisa-16-1,29.4841,-18.0683,10,6.09,0.19,0.018,10389,794,1.8,83.7,5.7,857,418,595,0.049,2.12,167,103,1.37,25.6
icr074249,ZW-b37YJz,ZW,Gambisa,Gambisa-16-1,29.4841,-18.0683,35,8.23,0.29,0.144,7914,611,3.7,255,8.8,4570,632,432,0.48,2.85,112,285,1.04,42.1
icr074298,BW-jGnli1,BW,Paje,Paje-1-1,26.458,-21.7905,10,7.86,0.24,0.15,10214,721,3.3,463,10.4,3170,800,585,0.48,5.82,52.3,70,0.74,39.6
icr074299,BW-jGnli1,BW,Paje,Paje-1-1,26.458,-21.7905,35,8.06,0.24,0.137,9712,682,2.1,335,13,3720,866,644,0.96,6.09,54,76.2,0.34,38.1
icr074318,BW-nk2XGy,BW,Paje,Paje-2-1,26.4554,-21.7779,10,7.6,0.14,0.097,12196,760,4.1,453,7.7,3490,649,619,0.39,5.38,51.5,80,0.83,15.9
icr074319,BW-nk2XGy,BW,Paje,Paje-2-1,26.4554,-21.7779,35,8.34,0.24,0.143,11771,784,3.5,390,10.1,4910,633,587,0.57,5.66,42.5,82.5,2.45,28.8
icr074336,BW-pbVpYT,BW,Paje,Paje-3-1,26.4592,-21.7522,10,8.4,0.14,0.174,11795,601,5.6,387,12.3,8090,905,502,0.76,3.43,36.2,69.2,1.17,46.3
icr074337,BW-pbVpYT,BW,Paje,Paje-3-1,26.4592,-21.7522,35,8.87,0.24,0.213,8770,518,3.1,290,15.6,9500,1280,350,1.71,3.58,21.6,72.5,0.61,241
icr074356,BW-uLMaup,BW,Paje,Paje-4-1,26.457,-21.7213,10,6.58,0.14,0.052,7556,490,5.1,141,5.8,589,214,359,0.059,0.59,57.2,28,0.52,29.1
icr074357,BW-uLMaup,BW,Paje,Paje-4-1,26.457,-21.7213,35,6.34,0.24,0.087,3486,241,1.9,112,6.6,617,311,345,0.001,0.41,52.6,24.5,0.6,32.2
icr074376,BW-QNZvou,BW,Paje,Paje-5-1,26.4815,-21.7919,10,8.6,0.14,0.123,13676,1046,5.1,318,11.8,8880,551,624,1.01,5.08,32.7,141,0.68,46.2
icr074377,BW-QNZvou,BW,Paje,Paje-5-1,26.4815,-21.7919,35,8.6,0.24,0.146,12842,1092,4.1,148,14.4,11000,590,408,0.88,4.99,25,105,0.7,45.7
icr074396,BW-95ROtO,BW,Paje,Paje-6-1,26.4829,-21.7771,10,7.84,0.24,0.129,8970,680,5.9,208,7.4,2040,603,463,0.25,3.64,62.8,82.7,0.63,32.2
icr074397,BW-95ROtO,BW,Paje,Paje-6-1,26.4829,-21.7771,35,7.24,0.24,0.039,6676,460,1.6,74.5,5.2,1890,970,589,0.1,4.29,69.2,96.7,1.34,35.5
icr074413,BW-lPhdzp,BW,Paje,Paje-7-1,26.4813,-21.7559,10,7.9,0.24,0.149,10499,733,3.9,262,11.5,7570,726,501,0.65,5.41,33.8,148,0.99,36.2
icr074414,BW-lPhdzp,BW,Paje,Paje-7-1,26.4813,-21.7559,35,7.92,0.14,0.108,11920,938,5.3,454,10.8,4170,681,716,0.59,5.25,53.1,137,1.67,27.1
icr074433,BW-z08IKD,BW,Paje,Paje-8-1,26.4797,-21.7275,10,8.15,0.24,0.086,6151,439,4.5,178,6.8,1960,415,346,0.23,1.67,51,76.4,1.18,24.5
icr074434,BW-z08IKD,BW,Paje,Paje-8-1,26.4797,-21.7275,35,8.49,0.14,0.12,6509,485,4,105,11.8,4330,473,281,0.37,1.57,38.3,86.4,0.8,25.5
icr074454,BW-lUqABo,BW,Paje,Paje-9-2,26.5087,-21.7992,10,7.39,0.14,0.064,15737,986,4.1,571,7.5,2680,1010,656,0.41,6.11,62,82.7,0.96,24.6
icr074455,BW-lUqABo,BW,Paje,Paje-9-2,26.5087,-21.7992,35,7.7,0.33,0.076,10906,715,3.1,455,9.7,3510,1260,694,0.74,6.65,52.3,75.2,0.55,32.6
icr074470,BW-Rn3llu,BW,Paje,Paje-10-1,26.5008,-21.7756,10,7.89,0.24,0.11,10086,748,5.5,368,8.5,1700,482,376,0.75,3.93,65.5,79,0.68,29.6
icr074471,BW-Rn3llu,BW,Paje,Paje-10-1,26.5008,-21.7756,35,7.87,0.14,0.373,7771,700,4.4,316,12.9,4080,533,230,0.93,4.16,43.7,69.7,0.59,29.6
icr074489,BW-T4ZHHK,BW,Paje,Paje-11-1,26.5039,-21.749,10,7.73,0.14,0.079,8752,644,3.8,263,8.5,2880,578,499,0.26,3.67,46.7,92,0.74,24
icr074490,BW-T4ZHHK,BW,Paje,Paje-11-1,26.5039,-21.749,35,7.78,0.14,0.093,8808,689,4.8,201,9,3150,584,501,0.4,4.21,57.1,131,6.3,32.8
icr074509,BW-OP79iX,BW,Paje,Paje-12-1,26.4957,-21.7232,10,6.74,0.24,0.033,3410,225,3,79.5,5.2,525,148,362,0.001,0.3,55.7,17.8,1.18,32.1
icr074510,BW-OP79iX,BW,Paje,Paje-12-1,26.4957,-21.7232,35,6.42,0.24,0.022,2426,176,1.2,48.6,4.2,531,188,388,0.001,0.21,63.2,18.1,0.79,23.3
icr074529,BW-fILOCP,BW,Paje,Paje-13-1,26.5175,-21.7908,10,6.96,0.14,0.049,12442,765,4,594,8.5,1980,1590,708,0.22,8.35,68.2,158,0.8,46.5
icr074530,BW-fILOCP,BW,Paje,Paje-13-1,26.5175,-21.7908,35,6.67,0.24,0.088,25803,1615,11,747,11.8,2280,1660,841,0.3,8.32,80.5,122,1.04,42.1
icr074544,BW-8mhEpt,BW,Paje,Paje-14-1,26.526,-21.7707,10,8.4,0.33,0.168,17283,1369,27.3,210,13,3320,553,209,1.78,2.1,59.7,72.5,1.96,22
icr074545,BW-8mhEpt,BW,Paje,Paje-14-1,26.526,-21.7707,35,8.8,0.24,0.124,13263,1057,6.9,179,16.6,9960,623,14.3,1.49,1.56,12.3,38.7,1.14,22.8
icr074560,BW-2cDNpd,BW,Paje,Paje-15-1,26.5266,-21.7483,10,7.32,0.14,0.034,4654,356,2.6,116,5.6,818,403,342,0.03,0.57,59.8,48.2,1.08,16.8
icr074561,BW-2cDNpd,BW,Paje,Paje-15-1,26.5266,-21.7483,35,8.12,0.14,0.054,3302,286,1.8,79.5,4.3,1140,455,283,0.15,0.52,49.6,53.2,0.61,16.3
icr074580,BW-PsGfY1,BW,Paje,Paje-16-1,26.5229,-21.731,10,7.19,0.14,0.072,6738,464,4.3,262,6.8,737,431,310,0.1,0.51,50.6,36.3,0.89,38.8
icr074581,BW-PsGfY1,BW,Paje,Paje-16-1,26.5229,-21.731,35,7.38,0.24,0.071,4406,356,2.6,212,8.8,855,562,308,0.2,0.44,49.3,35.1,1.31,38.6
icr074631,BW-Uz1CKC,BW,Gumare,Gumare-1-1,22.0154,-19.4157,10,4.98,0.43,0.046,2920,206,4.1,31.1,2.2,110,33.2,176,0.001,0.001,59.1,4.84,0.76,11.1
icr074632,BW-Uz1CKC,BW,Gumare,Gumare-1-1,22.0154,-19.4157,35,4.72,0.53,0.024,1400,102,2.7,19.3,1.8,31.8,13.5,167,0.001,0.001,68.9,1.42,0.43,2.14
icr074651,BW-qgBoNB,BW,Gumare,Gumare-2-1,22.0256,-19.3975,10,5.77,0.24,0.116,2565,222,3.4,94,3.4,581,156,254,0.001,0.001,48.1,21,0.69,11.5
icr074652,BW-qgBoNB,BW,Gumare,Gumare-2-1,22.0256,-19.3975,35,5.67,0.24,0.042,2436,198,1.6,64,3.3,589,143,264,0.001,0.001,51,14.5,0.55,23.1
icr074671,BW-bdC3uY,BW,Gumare,Gumare-3-1,22.0165,-19.3805,10,5.64,0.24,0.124,2978,263,2.7,85,3.8,400,104,287,0.001,0.001,45.8,10.4,1.36,12.3
icr074672,BW-bdC3uY,BW,Gumare,Gumare-3-1,22.0165,-19.3805,35,5.5,0.43,0.015,1930,162,1.5,66.7,3.1,285,127,339,0.001,0.001,57.7,5.42,0.24,32.5
icr074691,BW-aYmAPx,BW,Gumare,Gumare-4-1,22.0128,-19.3495,10,7.73,0.14,0.145,9240,738,14.5,148,7.4,1700,195,211,0.56,0.43,47.8,41.6,1.07,36.3
icr074692,BW-aYmAPx,BW,Gumare,Gumare-4-1,22.0128,-19.3495,35,7.07,0.24,0.054,4796,364,7.6,115,4.6,1270,192,193,0.28,0.37,46.2,35.3,1.04,31.6
icr074711,BW-4wfKGU,BW,Gumare,Gumare-5-1,22.0395,-19.4158,10,5.68,0.24,0.062,2345,183,2.8,59.6,3.7,420,133,314,0.001,0.2,48.7,18.1,0.64,30.8
icr074712,BW-4wfKGU,BW,Gumare,Gumare-5-1,22.0395,-19.4158,35,5.6,0.14,0.022,1753,140,1.6,45.3,3.3,288,128,271,0.001,0.001,47.6,6.3,0.37,40
icr074731,BW-Q4vvLt,BW,Gumare,Gumare-6-1,22.039,-19.3952,10,6.09,0.33,0.052,2050,214,2.4,68.5,3.5,491,121,281,0.001,0.001,49.5,17.3,0.59,20.3
icr074732,BW-Q4vvLt,BW,Gumare,Gumare-6-1,22.039,-19.3952,35,5.95,0.14,0.017,1735,165,1.2,46.3,2.7,454,140,274,0.001,0.001,48.1,11.4,0.96,21.3
icr074751,BW-C6Gm0M,BW,Gumare,Gumare-7-1,22.0389,-19.3695,10,5.47,0.24,0.013,2216,119,2.8,25.6,2.6,128,37.7,203,0.001,0.001,51.1,3.56,0.61,16.6
icr074752,BW-C6Gm0M,BW,Gumare,Gumare-7-1,22.0389,-19.3695,35,5.21,0.53,0.012,1692,112,2.3,23,2.7,82.2,30.1,218,0.001,0.001,57.2,1.71,0.8,19
icr074771,BW-MJmeU1,BW,Gumare,Gumare-8-1,22.0368,-19.341,10,6.24,0.14,0.031,3445,234,3.4,72.2,3.9,466,134,304,0.001,0.32,47.2,18.6,0.87,22.3
icr074772,BW-MJmeU1,BW,Gumare,Gumare-8-1,22.0368,-19.341,35,5.7,0.24,0.019,2824,157,1.8,48.5,4.3,394,122,321,0.001,0.001,57.5,8.94,0.39,46.8
icr074791,BW-EZUgD6,BW,Gumare,Gumare-9-1,22.06,-19.4123,10,6.64,0.24,0.171,2420,250,4.3,171,6.7,463,156,296,0.001,0.001,53.8,15,0.9,31
icr074792,BW-EZUgD6,BW,Gumare,Gumare-9-1,22.06,-19.4123,35,5.67,0.24,0.05,2182,283,1.8,109,3.8,405,156,296,0.001,0.21,48.3,6.34,0.51,38.2
icr074811,BW-zJK52z,BW,Gumare,Gumare-10-1,22.0671,-19.3947,10,5.38,0.24,0.052,2247,320,3.3,45.1,3.7,278,92.7,294,0.001,0.001,47.3,11,0.24,26.1
icr074812,BW-zJK52z,BW,Gumare,Gumare-10-1,22.0671,-19.3947,35,5.13,0.33,0.025,2358,302,1.6,26.8,3.6,173,76.5,263,0.001,0.001,44.2,3.29,0.26,61.5
icr074831,BW-jxyXdZ,BW,Gumare,Gumare-11-1,22.062,-19.3763,10,5.57,0.24,0.044,2744,232,3.7,62,3.8,363,121,308,0.001,0.001,47,10.3,0.62,29.6
icr074832,BW-jxyXdZ,BW,Gumare,Gumare-11-1,22.062,-19.3763,35,5.43,0.14,0.037,2535,212,2.2,66.2,4.7,349,136,314,0.001,0.001,51.5,5.61,0.55,38.7
icr074851,BW-R6TVpH,BW,Gumare,Gumare-12-1,22.0571,-19.3513,10,6.04,0.14,0.047,2642,216,2.4,86.2,4.3,402,140,281,0.001,0.001,42.3,11.6,0.75,42.3
icr074852,BW-R6TVpH,BW,Gumare,Gumare-12-1,22.0571,-19.3513,35,5.92,0.24,0.022,2384,220,1.9,65.5,3,344,133,278,0.001,0.001,43.6,4.94,0.32,28.1
icr074871,BW-Rj8RUZ,BW,Gumare,Gumare-13-1,22.0793,-19.4209,10,6.13,0.14,0.065,2271,219,2.2,120,4.9,513,179,287,0.079,0.28,48.5,9.6,0.87,50.2
icr074872,BW-Rj8RUZ,BW,Gumare,Gumare-13-1,22.0793,-19.4209,35,6.18,0.14,0.054,2205,200,1.8,126,4.9,529,185,300,0.098,0.001,49.8,9.59,0.28,52.5
icr074891,BW-jq9ht2,BW,Gumare,Gumare-14-1,22.0855,-19.3945,10,5.12,0.43,0.031,1688,171,2.8,59.2,4.7,252,113,339,0.059,0.001,56.3,2.77,1.12,71.7
icr074911,BW-OZuFFW,BW,Gumare,Gumare-15-1,22.0829,-19.3686,10,6.37,0.33,0.073,3635,258,2.9,98.5,3.4,578,150,199,0.093,0.001,44.2,21,0.62,31.3
icr074912,BW-OZuFFW,BW,Gumare,Gumare-15-1,22.0829,-19.3686,35,6.9,0.24,0.028,1995,158,1.9,83.5,3.8,637,158,203,0.086,0.001,41.7,15.9,0.78,37.5
icr074931,BW-guuSdP,BW,Gumare,Gumare-16-1,22.0791,-19.3415,10,6.15,0.14,0.021,2526,222,1.7,49.7,3.4,494,139,248,0.035,0.001,42,6.12,0.28,35.5
icr074932,BW-guuSdP,BW,Gumare,Gumare-16-1,22.0791,-19.3415,35,6.27,0.14,0.047,2357,193,2.5,82.2,4.4,487,140,249,0.024,0.001,40.7,11.6,0.6,35.6
icr074983,BW-5K9CIp,BW,Shoshong,Shoshong-1-1,NA,NA,10,6.58,0.33,0.074,4220,292,2.4,236,4.8,841,217,492,0.001,1.2,47.5,78.2,1.07,22.6
icr074984,BW-5K9CIp,BW,Shoshong,Shoshong-1-1,NA,NA,35,6.82,0.14,0.034,3772,300,2,243,5.7,1270,307,590,0.13,1.18,76.2,77.7,1.28,42.8
icr075003,BW-JXT3KN,BW,Shoshong,Shoshong-2-1,NA,NA,10,6.17,0.14,0.071,3472,288,2.4,224,4.7,502,272,410,0.001,1.23,55.7,62.2,0.87,32.7
icr075004,BW-JXT3KN,BW,Shoshong,Shoshong-2-1,NA,NA,35,6.61,0.14,0.034,3541,289,1.6,264,4,704,386,440,0.049,1.39,59,63.2,1.02,39.1
icr075023,BW-A0XB56,BW,Shoshong,Shoshong-3-1,NA,NA,10,5.04,0.33,0.106,3246,323,7.7,266,12.4,362,142,584,0.001,1.08,102,69.5,0.74,51.7
icr075024,BW-A0XB56,BW,Shoshong,Shoshong-3-1,NA,NA,35,6.09,0.24,0.026,2544,333,2.1,211,6.7,507,187,488,0.042,1.18,76.7,49.2,5.41,23.8
icr075043,BW-9aoLcl,BW,Shoshong,Shoshong-4-1,NA,NA,10,5.25,0.33,0.076,2703,321,5.6,138,6.7,251,80,444,0.001,0.5,58.3,47.7,0.87,22
icr075044,BW-9aoLcl,BW,Shoshong,Shoshong-4-1,NA,NA,35,5.98,0.14,0.027,2495,171,2.7,118,5.2,243,97.9,410,0.001,0.51,45.7,37.8,0.25,22.1
icr075063,BW-d6RfCS,BW,Shoshong,Shoshong-5-1,NA,NA,10,7.19,0.14,0.073,7519,495,2.9,507,6.8,1930,842,588,0.22,2.83,42.7,124,0.76,34
icr075064,BW-d6RfCS,BW,Shoshong,Shoshong-5-1,NA,NA,35,8.32,0.14,0.099,6187,411,2.8,299,11.3,3090,1130,677,0.57,3.5,43.7,121,1.34,48.5
icr075083,BW-PmteSp,BW,Shoshong,Shoshong-6-1,NA,NA,10,5.21,0.33,0.082,2613,205,4.2,183,7.2,294,111,486,0.001,0.7,64.2,41.1,0.53,37.7
icr075084,BW-PmteSp,BW,Shoshong,Shoshong-6-1,NA,NA,35,5.91,0.14,0.028,2335,214,1.7,155,4.6,394,158,450,0.001,0.72,58.7,37.2,0.39,22.6
icr075103,BW-uDL2rH,BW,Shoshong,Shoshong-7-1,26.41897,-23.029856,10,5.8,0.43,0.111,3991,289,3.4,390,10.9,459,150,546,0.043,1.61,56.1,74.4,0.71,16.8
icr075104,BW-uDL2rH,BW,Shoshong,Shoshong-7-1,26.41897,-23.029856,35,6.2,0.24,0.03,3770,302,1.1,231,10.9,668,223,596,0.13,2,51.8,63.7,0.56,31.3
icr075123,BW-1Lhlua,BW,Shoshong,Shoshong-8-1,26.417994,-23.011145,10,5.28,0.14,0.083,2448,265,14.5,251,11.4,394,143,591,0.034,1.37,64,81.5,2.2,28.8
icr075124,BW-1Lhlua,BW,Shoshong,Shoshong-8-1,26.417994,-23.011145,35,6.26,0.14,0.022,2844,316,1.5,232,7.9,704,271,616,0.16,1.82,47.1,84.7,0.33,36.3
icr075143,BW-v0JL22,BW,Shoshong,Shoshong-9-1,26.435555,-23.070667,10,8.45,0.24,0.146,8797,653,3.9,419,8.8,3940,1180,705,0.99,3.93,43.7,94,0.81,44.5
icr075144,BW-v0JL22,BW,Shoshong,Shoshong-9-1,26.435555,-23.070667,35,8.89,0.048,0.175,4690,359,2.1,157,10.1,9690,1720,334,0.73,3,21.8,42.7,0.44,193
icr075163,BW-YNU9uN,BW,Shoshong,Shoshong-10-1,26.437384,-23.058479,10,6.79,0.24,0.077,4214,310,2.7,535,4.8,762,207,354,0.001,1.38,77.2,80.9,1.37,16.6
icr075164,BW-YNU9uN,BW,Shoshong,Shoshong-10-1,26.437384,-23.058479,35,6.74,0.14,0.031,3100,216,23.1,116,4.1,533,149,321,0.001,4.71,90,65,4.73,26.3
icr075183,BW-0t4qKA,BW,Shoshong,Shoshong-11-1,26.440973,-23.032326,10,5.33,0.14,0.04,2296,163,2.6,103,5.8,258,80.9,389,0.001,0.52,55.6,29,0.99,27.1
icr075184,BW-0t4qKA,BW,Shoshong,Shoshong-11-1,26.440973,-23.032326,35,6.68,0.24,0.023,1730,118,1.4,177,5.3,590,195,463,0.19,0.77,45.6,38.7,0.68,38.1
icr075203,BW-Jqwziw,BW,Shoshong,Shoshong-12-1,26.442451,-23.006292,10,7.18,0.24,0.167,7233,488,3.4,228,12.6,4140,1120,637,0.54,4.91,53,215,0.51,99.2
icr075204,BW-Jqwziw,BW,Shoshong,Shoshong-12-1,26.442451,-23.006292,35,8.25,0.24,0.148,5643,405,3.9,116,22.6,4070,848,614,1.13,4.83,58.2,236,0.76,146
icr075224,BW-54rlK3,BW,Shoshong,Shoshong-13-2,26.776621,-23.07762,10,6.7,0.33,0.065,6983,424,4.6,171,6.8,1260,232,473,0.11,1.49,65.2,143,1.58,19.8
icr075225,BW-54rlK3,BW,Shoshong,Shoshong-13-2,26.776621,-23.07762,35,7.29,0.14,0.07,7019,560,2.9,165,7.2,1900,391,530,0.39,1.87,73.2,168,0.91,32.7
icr075240,BW-bUy4IM,BW,Shoshong,Shoshong-14-1,26.457018,-23.059378,10,5.63,0.14,0.107,3106,246,4.5,168,4.8,364,105,374,0.001,0.62,56.2,45.3,0.73,26.6
icr075241,BW-bUy4IM,BW,Shoshong,Shoshong-14-1,26.457018,-23.059378,35,6.12,0.24,0.046,2362,195,2,150,4.6,435,166,443,0.072,0.71,59.1,41.7,0.69,24
icr075260,BW-IDpvy6,BW,Shoshong,Shoshong-15-1,26.463221,-23.031214,10,5.14,0.53,0.018,1473,154,3.3,117,10.1,186,62.8,520,0.001,0.4,70.4,21.6,0.35,60.1
icr075261,BW-IDpvy6,BW,Shoshong,Shoshong-15-1,26.463221,-23.031214,35,5.24,0.53,0.049,1557,113,12,123,10.4,179,63.8,403,0.001,0.43,86.5,26.3,0.63,27.8
icr075280,BW-zSM230,BW,Shoshong,Shoshong-16-1,26.466368,-23.004168,10,5.43,0.14,0.073,1440,120,6.3,118,7.7,200,70,381,0.001,0.7,46.2,50.7,0.8,37.7
icr075281,BW-zSM230,BW,Shoshong,Shoshong-16-1,26.466368,-23.004168,35,5.97,0.14,0.017,1923,175,2.2,132,7.5,422,140,553,0.001,0.75,60.2,72,0.75,41.7
icr075331,ZW-CVRDBj,ZW,Chiqumbakwe,Chiqumbakwe-1-1,31.8363,-17.8653,10,6.17,0.24,0.033,17567,1117,1.2,130,7.3,1940,442,908,0.11,20.1,96.9,239,2.29,16.3
icr075332,ZW-CVRDBj,ZW,Chiqumbakwe,Chiqumbakwe-1-1,31.8363,-17.8653,35,6.29,0.33,0.027,7530,497,0.1,65.4,7.3,1910,470,1030,0.029,16.8,94.7,241,1.1,31.5
icr075350,ZW-3Job9s,ZW,Chiqumbakwe,Chiqumbakwe-2-1,31.8367,-17.8307,10,6.15,0.24,0.023,16407,1005,0.7,83.4,5.8,1050,287,1090,0.045,10,94.7,198,2.1,38.1
icr075351,ZW-3Job9s,ZW,Chiqumbakwe,Chiqumbakwe-2-1,31.8367,-17.8307,35,6.19,0.24,0.015,5489,371,0.1,25.6,3.6,852,256,1130,0.001,5.57,78.5,175,0.63,27.1
icr075370,ZW-RPTG50,ZW,Chiqumbakwe,Chiqumbakwe-3-1,31.8338,-17.8199,10,5.56,0.24,0.015,4776,250,6.2,41,4.2,93.5,22.8,350,0.001,0.33,134,4.12,1.08,17.6
icr075371,ZW-RPTG50,ZW,Chiqumbakwe,Chiqumbakwe-3-1,31.8338,-17.8199,35,5.41,0.53,0.018,3388,196,3.8,32.2,2.9,48.3,14.4,400,0.001,0.24,96.2,0.97,0.86,18
icr075390,ZW-QG4ijh,ZW,Chiqumbakwe,Chiqumbakwe-4-2,31.8373,-17.7845,10,5.93,0.24,0.022,4294,254,8.7,32.7,3,113,22.8,345,0.001,0.001,82.9,26.1,0.62,0
icr075391,ZW-QG4ijh,ZW,Chiqumbakwe,Chiqumbakwe-4-2,31.8373,-17.7845,35,5.92,0.24,0.01,2175,126,5.7,25.1,3.3,45.8,11,441,0.001,0.001,74.7,5.08,1.37,3.27
icr075410,ZW-t08eXS,ZW,Chiqumbakwe,Chiqumbakwe-5-1,31.8612,-17.852,10,5.88,0.24,0.033,24281,1490,1.1,98.5,8.9,2050,741,950,0.054,9.3,175,62,1.33,37.6
icr075411,ZW-t08eXS,ZW,Chiqumbakwe,Chiqumbakwe-5-1,31.8612,-17.852,35,6.46,0.24,0.018,10681,626,0.1,43.6,4.5,2070,839,929,0.001,4.82,94.7,70.7,1.24,34.3
icr075430,ZW-O8rCSp,ZW,Chiqumbakwe,Chiqumbakwe-6-1,31.8576,-17.8328,10,6.25,0.33,0.047,30621,1679,9.7,58.2,6.5,2540,469,560,0.001,2.69,257,73.7,2.39,42.2
icr075431,ZW-O8rCSp,ZW,Chiqumbakwe,Chiqumbakwe-6-1,31.8576,-17.8328,35,6.98,0.14,0.036,9402,590,2.3,30.8,4.1,2010,415,496,0.001,3.04,124,34.6,3.92,66.7
icr075450,ZW-4kqTlN,ZW,Chiqumbakwe,Chiqumbakwe-7-2,31.8616,-17.8176,10,6.59,0.14,0.041,5472,393,8.8,116,5.3,343,69.2,477,0.001,0.57,100,106,0.96,16.8
icr075451,ZW-4kqTlN,ZW,Chiqumbakwe,Chiqumbakwe-7-2,31.8616,-17.8176,35,6.21,0.24,0.014,3312,224,4.5,58.3,3.9,291,61.2,546,0.001,0.54,76.4,95.4,0.97,17.5
